category,datetime,headline,id,image,related,source,summary,url,headline_sentiment,summary_sentiment
company,1706676180,"The 2024 Chrysler Pacifica Hybrid minivan is a comfortable, spacious and safe family-hauler that saves on gas, too",125439632,,AAPL,MarketWatch,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=285ce9c882ee76adecf02c6ba452d102ee86148b61f1d6e6f1dc9ac308fa60af,0.45,0.13333333333333333
company,1706670900,"Apple Analyst Predicts Foldables, Huawei, And AI Pose Threat To iPhone Throne In 2024",125439634,,AAPL,Benzinga,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=501d63e6ac011de7d3db101e0910ba4ed2a2d5b13836c72d53ccf7bf2d26ae55,0.0,0.13333333333333333
company,1706669820,#SocialStocks: Tech heads testify in child safety hearing,125439635,,AAPL,Thefly.com,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=46cc235d2b8d7a744e53ccbdad76fda87889513203bd7915d0250b60745d917f,0.0,0.13333333333333333
company,1706667780,"Formula One Rejects Andretti, General Motors Team Bid: What This Could Mean For US Growth, ESPN's Media Rights",125439636,,AAPL,Benzinga,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=4c09fd209c40b64576739527e96fff6ecd7629f090eb6e74fe4eb02f6a896cb9,-0.13124999999999998,0.13333333333333333
company,1706665740,Wally Weitz's Multi Cap Equity Fund 4th-Quarter Commentary: A Review,125439638,,AAPL,GuruFocus,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=a7eff0cce087125b9191af9537e3c28aab1340df8f63adfe9e7cb0ab420534b1,0.0,0.13333333333333333
company,1706659325,"Dow Jones Futures: Microsoft, Google, AMD Report Earnings; Elon Musk Loses $56 Billion Pay Plan",125417031,https://media.zenfs.com/en/ibd.com/99ef64a384faeb7ab00ecb43bbb38f3d,AAPL,Yahoo,"Microsoft, Google and AMD earnings are a big test for AI, cloud and techs broadly. A judge struck down Elon Musk's huge pay plan.",https://finnhub.io/api/news?id=dc8b11292a33ecd56cccee0d7fe549faba3f171790e62a24356987bdd56f615c,-0.3,0.0767361111111111
company,1706650140,"Top Stock Reports for Apple, Visa & Novo Nordisk",125415758,https://media.zenfs.com/en/zacks.com/0cb7fb936dd2ce2f58b5d029691f222f,AAPL,Yahoo,"Today's Research Daily features new research reports on 16 major stocks, including Apple Inc. (AAPL), Visa Inc. (V) and Novo Nordisk A/S (NVO).",https://finnhub.io/api/news?id=48eb3f1c981bbf4ea6f6ba50fa34ef1651d30e3e00ce569ee2832106a60e5f27,0.5,0.06628787878787878
company,1706646240,Apple Stock Sags as Analyst Forecasts Big Drop in iPhone Sales in 2024,125417171,https://s.yimg.com/ny/api/res/1.2/xfKyymLWz0LaWQdj7igGug--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02MDA-/https://media.zenfs.com/en/Barrons.com/0eae46cb56d1545e21fff50fc427ba4c,AAPL,Yahoo,"“Apple may have the most significant decline among the major global phone brands in 2024,” writes Ming-Chi Kuo of TF International Securities..",https://finnhub.io/api/news?id=113745fa95852952fc1fa0ab1e290e04c33731f2489e2706431e5cdc0c540480,0.0,0.1875
company,1706646039,ChatGPT: Everything you need to know about the AI-powered chatbot,125417172,"https://techcrunch.com/wp-content/uploads/2023/03/GettyImages-1462188043.jpg?resize=1200,798",AAPL,Yahoo,"ChatGPT, OpenAI’s text-generating AI chatbot, has taken the world by storm. What started as a tool to hyper-charge productivity through writing essays and code with short text prompts has evolved into a behemoth used by more than 92% of Fortune 500 companies for more wide-ranging needs. And that growth has propelled OpenAI itself into becoming one of the most-hyped companies in recent memory, even if CEO and co-founder Sam Altman's firing and swift return raised concerns about its direction and",https://finnhub.io/api/news?id=88240a17bb78c19f8aea0af40a1f4d851a1523bb179c3eb0915803186f576d92,0.0,0.29
company,1706638817,Microsoft's Q2 2024 Outperformance Reinforces Durability In The $3 Trillion Club,125415929,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1454747379/image_1454747379.jpg?io=getty-c-w1536,AAPL,SeekingAlpha,"Microsoft Corporation surpasses $3 trillion market cap, fueled by AI prospects and growth, reinforcing its AI opportunities. Click for our MSFT Q2 earnings update.",https://finnhub.io/api/news?id=8625f9e364b1acfa391047fa2afac7649fbc1464e9a116eed7cec7264bfd003c,0.0,0.0
